Accident year,Casualty severity,Local authority,Ons code,Casualty age,Accident month,Accident day,Accident hour,Casualties,Built up roads,Casualty sex,Detailed road user,Special conditions at site,Light condition,Road user by casualty class,Road user,Road surface,Road type,Speed limit,Road class,Weather condition,Casualty class
2020,Slightly injured,Barking,E09000002,54,June,Wednesday,16,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Roundabout,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Tower Hamlets,E09000030,44,February,Monday,12,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Dual carriageway,31-40 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Barking,E09000002,20,August,Wednesday,0,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,C,Fine no high winds,Driver or rider
2020,Seriously injured,Tower Hamlets,E09000030,28,March,Saturday,5,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Dry,One way street,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Southwark,E09000028,27,October,Sunday,16,1,Built up road,Female,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Wet or damp,Single carriageway,1-20 mph,A,Raining no high winds,Driver or rider
2020,Slightly injured,Tower Hamlets,E09000030,26,May,Tuesday,18,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Brent,E09000005,59,June,Monday,10,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Enfield,E09000010,28,January,Tuesday,10,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Unknown,31-40 mph,A,Raining no high winds,Driver or rider
2020,Slightly injured,Brent,E09000005,55,October,Sunday,7,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Roundabout,1-20 mph,A,Unknown,Driver or rider
2020,Slightly injured,Harrow,E09000015,45,May,Friday,16,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Dual carriageway,21-30 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Islington,E09000019,36,January,Friday,12,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Unknown,1-20 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Islington,E09000019,50,November,Monday,8,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Wet or damp,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Bexley,E09000004,35,March,Saturday,15,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Ealing,E09000009,61,January,Friday,20,1,Built up road,Female,Pedestrian,Unknown,Darkness - lights lit,Pedestrian,Pedestrian,Unknown,Unknown,21-30 mph,C,Unknown,Pedestrian
2020,Slightly injured,Ealing,E09000009,45,December,Monday,10,1,Built up road,Male,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Wet or damp,Unknown,1-20 mph,Unclassified,Fine no high winds,Pedestrian
2020,Slightly injured,Ealing,E09000009,41,October,Monday,12,1,Built up road,Female,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,31-40 mph,Unclassified,Fine no high winds,Driver or rider
2020,Seriously injured,Hackney,E09000012,26,November,Friday,8,1,Built up road,Female,Cyclist,Road sign or marking defective or obscured,Daylight,Pedal Cyclist,Pedal cycle,Dry,One way street,1-20 mph,Unclassified,Other,Driver or rider
2020,Slightly injured,Brent,E09000005,26,February,Wednesday,6,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Frost or ice,Roundabout,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Ealing,E09000009,21,January,Monday,14,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,One way street,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Enfield,E09000010,29,February,Sunday,0,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Dual carriageway,1-20 mph,B,Fine no high winds,Driver or rider
2020,Slightly injured,Enfield,E09000010,59,October,Wednesday,6,1,Built up road,Female,Pedestrian,None,Darkness - lights lit,Pedestrian,Pedestrian,Dry,Single carriageway,21-30 mph,C,Raining no high winds,Pedestrian
2020,Seriously injured,Brent,E09000005,29,March,Saturday,19,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Haringey,E09000014,32,September,Sunday,17,1,Built up road,Male,Motorcycle 126cc - 500cc rider/passr (from 2005),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Dual carriageway,21-30 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Brent,E09000005,36,December,Monday,11,1,Built up road,Female,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,One way street,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Seriously injured,Enfield,E09000010,18,August,Saturday,3,1,Built up road,Female,Car occupant (from 2005),None,Darkness - lights lit,Car_Passenger,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,Unclassified,Fine no high winds,Passenger
2020,Slightly injured,Kensington and Chelsea,E09000020,18,December,Friday,7,1,Built up road,Male,Other vehicle occupant,None,Daylight,Other_Vehicle_Occupant,Other vehicle,Wet or damp,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Bromley,E09000006,29,August,Tuesday,18,1,Built up road,Male,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,1-20 mph,Unclassified,Fine no high winds,Pedestrian
2020,Slightly injured,Bromley,E09000006,64,December,Wednesday,17,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Dry,Roundabout,21-30 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Wandsworth,E09000032,36,June,Wednesday,11,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Dual carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Wandsworth,E09000032,18,November,Friday,22,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Darkness - lighting unknown,Motor_Cycle_Rider,Motorcycle,Wet or damp,Unknown,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Hammersmith,E09000013,Unknown or missing,September,Wednesday,19,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Unknown,Single carriageway,1-20 mph,A,Other,Driver or rider
2020,Seriously injured,City of London,E09000001,42,January,Wednesday,19,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Havering,E09000016,30,June,Tuesday,13,1,Motorway,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Slip road,Motorway,Motorway,Fine no high winds,Driver or rider
2020,Slightly injured,Sutton,E09000029,35,November,Tuesday,6,1,Built up road,Female,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Sutton,E09000029,56,November,Tuesday,6,1,Built up road,Male,Motorcycle 126cc - 500cc rider/passr (from 2005),None,Darkness - lights lit,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Westminster,E09000033,28,March,Wednesday,12,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Westminster,E09000033,45,December,Monday,17,1,Built up road,Male,Taxi/Private hire car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Single carriageway,21-30 mph,B,Raining no high winds,Driver or rider
2020,Slightly injured,Islington,E09000019,28,November,Tuesday,8,1,Built up road,Male,Cyclist,Road surface defective,Daylight,Pedal Cyclist,Pedal cycle,Wet or damp,Unknown,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Harrow,E09000015,53,May,Monday,9,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Croydon,E09000008,28,July,Saturday,8,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Islington,E09000019,23,December,Thursday,20,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,A,Other,Driver or rider
2020,Slightly injured,Bromley,E09000006,20,April,Thursday,15,1,Built up road,Male,Motorcycle over 500cc rider/passenger (from 2005),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Harrow,E09000015,19,February,Friday,19,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Darkness - lighting unknown,Motor_Cycle_Rider,Motorcycle,Wet or damp,Single carriageway,1-20 mph,C,Raining no high winds,Driver or rider
2020,Seriously injured,Bromley,E09000006,61,December,Wednesday,18,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Single carriageway,21-30 mph,Unclassified,Raining no high winds,Driver or rider
2020,Slightly injured,Croydon,E09000008,42,January,Thursday,20,1,Built up road,Male,Car occupant (from 2005),Unknown,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Single carriageway,31-40 mph,C,Other,Driver or rider
2020,Seriously injured,Harrow,E09000015,14,November,Friday,7,1,Built up road,Female,Pedestrian,Auto traffic signal - out,Daylight,Pedestrian,Pedestrian,Frost or ice,Roundabout,1-20 mph,C,Fine no high winds,Pedestrian
2020,Seriously injured,Lewisham,E09000023,37,February,Friday,23,1,Built up road,Female,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Single carriageway,1-20 mph,C,Raining no high winds,Driver or rider
2020,Slightly injured,Merton,E09000024,33,May,Saturday,19,1,Built up road,Female,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Lewisham,E09000023,16,April,Tuesday,12,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,One way street,21-30 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Barnet,E09000003,30,March,Friday,1,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lighting unknown,Car_Driver,Car (Includes taxis and minibus),Dry,Slip road,21-30 mph,A,Unknown,Driver or rider
2020,Seriously injured,Wandsworth,E09000032,21,September,Saturday,20,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Darkness - lights lit,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Wandsworth,E09000032,30,January,Friday,8,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Wet or damp,Single carriageway,21-30 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Wandsworth,E09000032,53,August,Wednesday,11,1,Built up road,Male,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,1-20 mph,C,Fine no high winds,Pedestrian
2020,Slightly injured,Waltham Forest,E09000031,29,March,Friday,20,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lighting unknown,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Brent,E09000005,38,January,Thursday,7,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Wet or damp,Dual carriageway,21-30 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Brent,E09000005,54,January,Thursday,7,1,Built up road,Male,Motorcycle over 500cc rider/passenger (from 2005),None,Daylight,Motor_Cycle_Rider,Motorcycle,Wet or damp,Dual carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Barnet,E09000003,32,December,Saturday,23,1,Built up road,Male,Pedestrian,None,Darkness - lights lit,Pedestrian,Pedestrian,Dry,Single carriageway,21-30 mph,Unclassified,Fine no high winds,Pedestrian
2020,Seriously injured,Barnet,E09000003,37,August,Wednesday,16,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,21-30 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Redbridge,E09000026,26,August,Sunday,4,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Redbridge,E09000026,Unknown or missing,September,Sunday,13,1,Built up road,Unknown,Taxi/Private hire car occupant (from 2005),None,Daylight,Car_Passenger,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Passenger
2020,Slightly injured,Redbridge,E09000026,13,September,Wednesday,16,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Dual carriageway,21-30 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Southwark,E09000028,25,March,Thursday,18,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Southwark,E09000028,20,August,Sunday,1,1,Built up road,Male,Motorcycle 126cc - 500cc rider/passr (from 2005),None,Darkness - lights lit,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Hammersmith,E09000013,35,September,Saturday,17,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Croydon,E09000008,24,August,Saturday,4,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lighting unknown,Car_Driver,Car (Includes taxis and minibus),Dry,Dual carriageway,31-40 mph,A,Unknown,Driver or rider
2020,Slightly injured,Croydon,E09000008,Unknown or missing,March,Saturday,22,1,Built up road,Unknown,Pedestrian,None,Darkness - lighting unknown,Pedestrian,Pedestrian,Dry,Unknown,21-30 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Croydon,E09000008,25,September,Wednesday,15,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Unknown,21-30 mph,A,Other,Driver or rider
2020,Seriously injured,Bromley,E09000006,31,May,Saturday,21,1,Built up road,Female,Motorcycle 51 - 125cc rider/pass (from 1999),None,Darkness - lights lit,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,21-30 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Greenwich,E09000011,22,October,Wednesday,23,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Dual carriageway,31-40 mph,A,Raining no high winds,Driver or rider
2020,Seriously injured,Lambeth,E09000022,47,September,Friday,10,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Slip road,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Lambeth,E09000022,32,February,Saturday,7,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Lambeth,E09000022,56,November,Thursday,17,1,Built up road,Male,Pedestrian,None,Darkness - lights lit,Pedestrian,Pedestrian,Dry,Dual carriageway,21-30 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Westminster,E09000033,35,July,Saturday,23,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Westminster,E09000033,61,December,Thursday,19,1,Built up road,Female,Pedestrian,None,Darkness - lights lit,Pedestrian,Pedestrian,Dry,One way street,1-20 mph,Unclassified,Fine no high winds,Pedestrian
2020,Slightly injured,Sutton,E09000029,15,May,Thursday,15,1,Built up road,Female,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,B,Fine no high winds,Driver or rider
2020,Slightly injured,Brent,E09000005,58,December,Sunday,15,1,Built up road,Male,Motorcycle 126cc - 500cc rider/passr (from 2005),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Waltham Forest,E09000031,11,March,Friday,8,1,Built up road,Female,Bus or coach occupant (17 or more pass seats),None,Daylight,Bus_Passenger,Bus or coach,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Passenger
2020,Slightly injured,Waltham Forest,E09000031,27,August,Monday,1,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Barnet,E09000003,24,October,Friday,3,1,Built up road,Female,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Single carriageway,21-30 mph,Unclassified,Raining no high winds,Driver or rider
2020,Slightly injured,Ealing,E09000009,27,December,Tuesday,3,1,Built up road,Female,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Slip road,31-40 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Hackney,E09000012,38,January,Monday,9,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,1-20 mph,C,Fine no high winds,Driver or rider
2020,Seriously injured,Hackney,E09000012,60,March,Monday,14,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,1-20 mph,Unclassified,Fine no high winds,Pedestrian
2020,Slightly injured,Hounslow,E09000018,55,September,Tuesday,17,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Unknown,1-20 mph,Unclassified,Fine no high winds,Pedestrian
2020,Slightly injured,Hounslow,E09000018,29,November,Wednesday,11,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Passenger,Car (Includes taxis and minibus),Dry,Single carriageway,1-20 mph,B,Fine no high winds,Passenger
2020,Slightly injured,City of London,E09000001,21,February,Wednesday,4,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Passenger,Car (Includes taxis and minibus),Wet or damp,Single carriageway,1-20 mph,Unclassified,Fine no high winds,Passenger
2020,Slightly injured,City of London,E09000001,39,February,Tuesday,8,1,Built up road,Male,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,1-20 mph,Unclassified,Fine no high winds,Pedestrian
2020,Slightly injured,City of London,E09000001,30,October,Thursday,18,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Dry,Slip road,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Seriously injured,City of London,E09000001,59,February,Tuesday,15,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Dual carriageway,1-20 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Lambeth,E09000022,40,August,Thursday,12,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Roundabout,21-30 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Islington,E09000019,56,May,Monday,16,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Dual carriageway,1-20 mph,A,Fine + high winds,Driver or rider
2020,Slightly injured,Hillingdon,E09000017,47,June,Saturday,4,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lighting unknown,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Unknown,1-20 mph,Unclassified,Raining + high winds,Driver or rider
2020,Slightly injured,Islington,E09000019,43,September,Saturday,9,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Lewisham,E09000023,28,February,Wednesday,9,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Lewisham,E09000023,88,February,Monday,16,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Wet or damp,Single carriageway,1-20 mph,Unclassified,Raining no high winds,Pedestrian
2020,Slightly injured,Bexley,E09000004,28,March,Tuesday,17,1,Built up road,Male,Motorcycle over 500cc rider/passenger (from 2005),None,Darkness - lights lit,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Southwark,E09000028,16,January,Thursday,17,1,Built up road,Male,Motorcycle 50cc and under rider or passenger,None,Darkness - lights lit,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Tower Hamlets,E09000030,22,December,Monday,12,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Wet or damp,Single carriageway,1-20 mph,Unclassified,Raining no high winds,Driver or rider
2020,Slightly injured,Southwark,E09000028,37,February,Thursday,0,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Dry,Dual carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Barking,E09000002,41,March,Tuesday,17,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,1-20 mph,C,Fine no high winds,Driver or rider
2020,Seriously injured,Southwark,E09000028,29,May,Tuesday,10,1,Built up road,Male,Cyclist,Unknown,Daylight,Pedal Cyclist,Pedal cycle,Dry,Unknown,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Southwark,E09000028,30,February,Tuesday,8,1,Built up road,Male,Other vehicle occupant,None,Daylight,Other_Vehicle_Occupant,Other vehicle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Wandsworth,E09000032,23,September,Saturday,20,1,Built up road,Male,Cyclist,None,Darkness - lighting unknown,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Wandsworth,E09000032,41,December,Friday,6,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Wet or damp,One way street,1-20 mph,Unclassified,Raining no high winds,Driver or rider
2020,Slightly injured,Kensington and Chelsea,E09000020,35,October,Friday,12,1,Built up road,Female,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Seriously injured,Hillingdon,E09000017,62,May,Wednesday,11,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Dual carriageway,31-40 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Islington,E09000019,27,June,Thursday,18,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Ealing,E09000009,59,October,Saturday,17,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,1-20 mph,Unclassified,Other,Driver or rider
2020,Seriously injured,Ealing,E09000009,60,January,Thursday,10,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,B,Fine no high winds,Driver or rider
2020,Slightly injured,Camden,E09000007,33,December,Friday,17,1,Built up road,Male,Motorcycle 126cc - 500cc rider/passr (from 2005),None,Darkness - lights lit,Motor_Cycle_Rider,Motorcycle,Wet or damp,Dual carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Lambeth,E09000022,29,July,Tuesday,10,1,Built up road,Female,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Lambeth,E09000022,30,June,Thursday,8,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Wet or damp,Single carriageway,21-30 mph,A,Raining no high winds,Driver or rider
2020,Slightly injured,Havering,E09000016,27,February,Monday,18,1,Built up road,Male,Pedestrian,Unknown,Darkness - lighting unknown,Pedestrian,Pedestrian,Unknown,Unknown,21-30 mph,Unclassified,Unknown,Pedestrian
2020,Slightly injured,Havering,E09000016,46,January,Friday,19,1,Built up road,Male,Taxi/Private hire car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Southwark,E09000028,31,September,Wednesday,13,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Passenger,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Passenger
2020,Slightly injured,Southwark,E09000028,22,July,Wednesday,18,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Southwark,E09000028,47,January,Monday,11,1,Built up road,Female,Bus or coach occupant (17 or more pass seats),None,Daylight,Bus_Passenger,Bus or coach,Dry,Single carriageway,21-30 mph,A,Other,Passenger
2020,Slightly injured,Tower Hamlets,E09000030,20,July,Sunday,19,1,Built up road,Female,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Unknown,Single carriageway,1-20 mph,A,Unknown,Driver or rider
